Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment_x,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Month,Quarter,Year,Contribution (%),Cumulative Contribution (%),ABC Class,Profit Margin (%),Profit Margin,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment_y
2506,CA-2014-143917,2014-07-25,7/27/2014,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,San Francisco,California,94122,West,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,8187.65,5,0.0,327.506,7,2014Q3,2014,0.3564185501363056,5.6424549650861895,A,4.0,0.04,-370,29,14175.229000000001,4,5,5,455,Frequent Customers
166,CA-2014-139892,2014-09-08,9/12/2014,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,8159.952,8,0.4,-1359.992,9,2014Q3,2014,0.355212821874634,5.997667786960824,A,-16.666666666666664,-0.1666666666666666,-110,16,11789.63,1,4,5,145,At Risk
684,US-2017-168116,2017-11-04,11/4/2017,Same Day,GT-14635,Grant Thornton,Corporate,United States,Burlington,North Carolina,27217,South,TEC-MA-10004125,Technology,Machines,Cubify CubeX 3D Printer Triple Head Print,7999.98,4,0.5,-3839.9904,11,2017Q4,2017,0.3482490424870924,6.345916829447916,A,-48.00000000000001,-0.48,-361,6,9351.212,3,1,5,315,Others
6627,CA-2014-145541,2014-12-14,12/21/2014,Standard Class,TB-21400,Tom Boeckenhauer,Consumer,United States,New York City,New York,10024,East,TEC-MA-10001127,Technology,Machines,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",6999.96,4,0.0,2239.9872,12,2014Q4,2014,0.3047169327233252,6.650633762171241,A,32.0,0.32,-215,17,9133.99,2,4,5,245,Others
510,CA-2015-145352,2015-03-16,3/22/2015,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,6354.95,5,0.0,3177.475,3,2015Q1,2015,0.2766388481662888,6.927272610337529,A,50.0,0.5,-380,10,8954.019999999999,4,2,5,425,Others
6521,CA-2017-138289,2017-01-16,1/18/2017,Second Class,AR-10540,Andy Reiter,Consumer,United States,Jackson,Michigan,49201,Central,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,5443.96,4,0.0,2504.2216,1,2017Q1,2017,0.2369823246230654,7.164254934960595,A,46.0,0.4599999999999999,-411,9,6608.448,5,2,5,525,Loyal Customers
7667,US-2016-140158,2016-10-04,10/8/2016,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Providence,Rhode Island,2908,East,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,5399.91,9,0.0,2591.9568,10,2016Q4,2016,0.2350647735389932,7.399319708499588,A,48.0,0.48,-367,13,8350.868,4,3,5,435,Others
6341,CA-2017-143112,2017-10-05,10/9/2017,Standard Class,TS-21370,Todd Sumrall,Corporate,United States,New York City,New York,10035,East,TEC-MA-10001047,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, Magenta",5199.96,4,0.0,1351.9896,10,2017Q4,2017,0.2263607022731533,7.625680410772741,A,26.0,0.26,-381,15,11891.751,4,4,5,445,Others
8859,CA-2017-135909,2017-10-13,10/20/2017,Standard Class,JW-15220,Jane Waco,Corporate,United States,Sacramento,California,95823,West,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,5083.96,5,0.2,1906.485,10,2017Q4,2017,0.2213110785330311,7.846991489305772,A,37.5,0.375,-375,14,7721.714,4,4,5,445,Others
5885,CA-2016-136301,2016-03-13,3/15/2016,Second Class,EH-13765,Edward Hooks,Corporate,United States,San Francisco,California,94109,West,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,4912.59,3,0.0,196.5036,3,2016Q1,2016,0.2138511300817833,8.060842619387556,A,4.0,0.04,-282,32,10310.880000000001,2,5,5,255,Frequent Customers
8991,US-2015-128587,2015-12-24,12/30/2015,Standard Class,HM-14860,Harry Marie,Corporate,United States,Springfield,Missouri,65807,Central,TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier,4899.93,7,0.0,2302.9671,12,2015Q4,2015,0.2133000245942838,8.27414264398184,A,46.99999999999999,0.4699999999999999,-415,20,8236.7648,5,5,5,555,Best Customers
1086,US-2016-143819,2016-03-01,3/5/2016,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701,East,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,4899.93,7,0.0,2400.9657,3,2016Q1,2016,0.2133000245942838,8.487442668576124,A,49.0,0.49,67,16,8282.358,1,4,5,145,At Risk
4219,CA-2017-149881,2017-04-01,4/3/2017,First Class,NC-18535,Nick Crebassa,Corporate,United States,San Francisco,California,94110,West,TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,4799.984,2,0.2,359.9988,4,2017Q2,2017,0.2089492513672989,8.696391919943423,A,7.5,0.075,-411,15,8241.739,5,4,5,545,Loyal Customers
1804,CA-2017-158379,2017-09-22,9/26/2017,Second Class,JA-15970,Joseph Airdo,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,4663.736,7,0.2,-1049.3406,9,2017Q3,2017,0.2030182070970905,8.899410127040513,A,-22.5,-0.225,-325,24,6491.026,3,5,5,355,Frequent Customers
8205,CA-2015-114811,2015-11-08,11/8/2015,Same Day,KD-16495,Keith Dawkins,Corporate,United States,New York City,New York,10024,East,TEC-MA-10000045,Technology,Machines,Zebra ZM400 Thermal Label Printer,4643.8,4,0.0,2229.024,11,2015Q4,2015,0.2021503683136157,9.101560495354128,A,48.0,0.48,-305,28,8181.256,2,5,5,255,Frequent Customers
2493,CA-2014-144624,2014-11-19,11/23/2014,Standard Class,JM-15865,John Murray,Consumer,United States,Jamestown,New York,14701,East,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,4548.81,7,0.0,1228.1787,11,2014Q4,2014,0.1980153359078036,9.299575831261931,A,27.0,0.2699999999999999,-308,13,7625.076000000001,2,3,5,235,Others
7819,CA-2016-138478,2016-10-21,10/26/2016,Second Class,DP-13390,Dennis Pardue,Home Office,United States,North Las Vegas,Nevada,89031,West,OFF-BI-10001120,Office Supplies,Binders,Ibico EPK-21 Electric Binding System,4535.976,3,0.2,1644.2913,10,2016Q4,2016,0.1974566559846939,9.497032487246626,A,36.25000000000001,0.3625,-59,14,5480.723999999999,1,4,5,145,At Risk
7773,CA-2016-108196,2016-11-25,12/2/2016,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,Lancaster,Ohio,43130,East,TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,4499.985,5,0.7,-6599.978,11,2016Q4,2016,0.1958899231568426,9.692922410403469,A,-146.66666666666669,-1.4666666666666668,-359,9,5690.054999999999,3,2,5,325,Others
9166,CA-2016-100300,2016-06-24,6/26/2016,Second Class,MJ-17740,Max Jones,Consumer,United States,San Diego,California,92037,West,TEC-MA-10000984,Technology,Machines,Okidata MB760 Printer,4476.8,4,0.2,503.64,6,2016Q2,2016,0.1948806513774053,9.887803061780874,A,11.249999999999998,0.1124999999999999,-395,15,6320.746,5,4,5,545,Loyal Customers
7244,CA-2017-118892,2017-08-17,8/22/2017,Second Class,TP-21415,Tom Prescott,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,4416.174,9,0.3,-630.882,8,2017Q3,2017,0.1922415264733653,10.08004458825424,A,-14.285714285714285,-0.1428571428571428,-313,10,5329.0048,2,3,5,235,Others
9742,CA-2015-117086,2015-11-08,11/12/2015,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Burlington,Vermont,5408,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",4404.9,5,0.0,1013.127,11,2015Q4,2015,0.1917507552833123,10.271795343537551,A,23.0,0.23,-392,13,6108.338,5,3,5,535,Loyal Customers
4298,CA-2017-129021,2017-08-23,8/26/2017,Second Class,PO-18850,Patrick O'Brill,Consumer,United States,Tallahassee,Florida,32303,South,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,4367.896,13,0.2,327.5922,8,2017Q3,2017,0.1901399253102134,10.461935268847764,A,7.5,0.075,-413,22,7473.8282,5,5,5,555,Best Customers
354,CA-2016-129714,2016-09-01,9/3/2016,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,4355.168,4,0.2,1415.4296,9,2016Q3,2016,0.1895858596984524,10.651521128546216,A,32.5,0.325,-363,18,7755.62,3,5,5,355,Frequent Customers
9271,US-2017-102183,2017-08-21,8/28/2017,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10035,East,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,4305.552,6,0.2,1453.1238,8,2017Q3,2017,0.1874260137373325,10.83894714228355,A,33.75,0.3375,-408,25,8646.934,5,5,5,555,Best Customers
9640,CA-2015-116638,2015-01-28,1/31/2015,Second Class,JH-15985,Joseph Holt,Consumer,United States,Concord,North Carolina,28027,South,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,4297.644,13,0.4,-1862.3124,1,2015Q1,2015,0.1870817686982214,11.02602891098177,A,-43.33333333333333,-0.4333333333333333,-388,14,7954.9980000000005,4,4,5,445,Others
5918,US-2015-126977,2015-09-17,9/23/2015,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",4228.704,6,0.2,158.5764,9,2015Q3,2015,0.1840807250719798,11.21010963605375,A,3.75,0.0375,418,19,9062.864,1,5,5,155,Frequent Customers
3281,CA-2014-102988,2014-04-05,4/9/2014,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,4164.05,5,0.0,83.281,4,2014Q2,2014,0.181266256336688,11.391375892390435,A,2.0,0.02,-300,11,6049.966,2,3,5,235,Others
6621,US-2017-167402,2017-01-13,1/18/2017,Second Class,CP-12085,Cathy Prescott,Corporate,United States,Springfield,Missouri,65807,Central,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,4164.05,5,0.0,83.281,1,2017Q1,2017,0.181266256336688,11.572642148727123,A,2.0,0.02,-335,14,5402.254,3,4,5,345,Others
6015,CA-2016-159016,2016-03-10,3/11/2016,First Class,KF-16285,Karen Ferguson,Home Office,United States,Los Angeles,California,90008,West,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,4158.912,8,0.2,363.9048,3,2016Q1,2016,0.1810425928299918,11.753684741557116,A,8.75,0.0875,-320,18,10604.266,3,5,5,355,Frequent Customers
6536,CA-2014-128209,2014-11-17,11/22/2014,Standard Class,GT-14710,Greg Tran,Consumer,United States,Buffalo,New York,14215,East,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,4007.84,10,0.2,-50.098,11,2014Q4,2014,0.1744662414707872,11.928150983027905,A,-1.25,-0.0124999999999999,-381,29,11820.119999999999,4,5,5,455,Frequent Customers
2183,CA-2016-128818,2016-05-07,5/11/2016,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009,East,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,3999.95,5,0.0,1159.9855,5,2016Q2,2016,0.1741227799939806,12.102273763021884,A,29.000000000000004,0.29,-228,20,11164.974,2,5,5,255,Frequent Customers
319,CA-2014-164973,2014-11-04,11/9/2014,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,TEC-MA-10002927,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98,2,0.0,1995.99,11,2014Q4,2014,0.1737758360180429,12.276049599039927,A,50.0,0.5,-257,14,6459.344,2,4,5,245,Others
5199,CA-2016-103982,2016-03-03,3/8/2016,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,78664,Central,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,3930.072,3,0.2,-786.0144,3,2016Q1,2016,0.1710809040654266,12.447130503105354,A,-20.0,-0.2,-233,11,5563.56,2,3,5,235,Others
7684,CA-2015-120782,2015-04-28,5/1/2015,First Class,SD-20485,Shirley Daniels,Home Office,United States,Midland,Michigan,48640,Central,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,3812.97,3,0.0,1906.485,4,2015Q2,2015,0.1659833088997733,12.613113812005128,A,50.0,0.5,-217,21,6121.114,2,5,5,255,Frequent Customers
9426,CA-2014-116246,2014-09-12,9/17/2014,Second Class,LW-17215,Luke Weiss,Consumer,United States,New York City,New York,10035,East,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,3785.292,6,0.1,420.588,9,2014Q3,2014,0.1647784512628845,12.777892263268011,A,11.111111111111112,0.1111111111111111,-396,15,5420.514,5,4,5,545,Loyal Customers
1247,CA-2014-168494,2014-12-12,12/14/2014,Second Class,NP-18700,Nora Preis,Consumer,United States,Fresno,California,93727,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,3610.848,12,0.2,135.4068,12,2014Q4,2014,0.1571846877825235,12.935076951050537,A,3.75,0.0375,-279,13,7903.1825,2,3,5,235,Others
5171,CA-2016-122903,2016-05-27,5/29/2016,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Detroit,Michigan,48205,Central,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,3504.9,5,0.0,700.98,5,2016Q2,2016,0.1525726400582264,13.087649591108764,A,20.0,0.2,-263,26,8673.222,2,5,5,255,Frequent Customers
7584,CA-2014-163223,2014-03-21,3/25/2014,Standard Class,KH-16690,Kristen Hastings,Corporate,United States,Springfield,Virginia,22153,South,TEC-PH-10000730,Technology,Phones,Samsung Galaxy S4 Active,3499.93,7,0.0,909.9818,3,2014Q1,2014,0.1523562897997056,13.240005880908468,A,26.0,0.26,-415,15,5990.799,5,4,5,545,Loyal Customers
9650,CA-2016-107104,2016-11-26,11/30/2016,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Los Angeles,California,90045,West,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,3406.664,8,0.15,160.3136,11,2016Q4,2016,0.1482963052501691,13.388302186158636,A,4.705882352941177,0.0470588235294117,-144,24,7443.6900000000005,1,5,5,155,Frequent Customers
7915,CA-2017-165323,2017-06-17,6/21/2017,Standard Class,SR-20740,Steven Roelle,Home Office,United States,New York City,New York,10024,East,TEC-MA-10003673,Technology,Machines,Hewlett-Packard Desktjet 6988DT Refurbished Printer,3404.5,5,0.0,1668.205,6,2017Q2,2017,0.1482021036486724,13.53650428980731,A,49.0,0.49,-221,12,4345.8859999999995,2,3,5,235,Others
9858,CA-2015-164301,2015-03-26,3/30/2015,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98103,West,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,3393.68,8,0.0,610.8624,3,2015Q1,2015,0.1477310956411885,13.684235385448495,A,18.0,0.18,-327,8,4358.128,3,2,5,325,Others
3274,CA-2017-133865,2017-05-08,5/12/2017,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Los Angeles,California,90032,West,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,3359.952,6,0.2,1049.985,5,2017Q2,2017,0.1462628740075089,13.830498259456006,A,31.249999999999996,0.3124999999999999,-181,13,6843.634,1,3,5,135,At Risk
8101,CA-2016-169663,2016-03-10,3/13/2016,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Los Angeles,California,90045,West,TEC-MA-10000984,Technology,Machines,Okidata MB760 Printer,3357.6,3,0.2,377.73,3,2016Q1,2016,0.146160488533054,13.97665874798906,A,11.25,0.1125,50,12,6979.18,1,3,5,135,At Risk
252,CA-2016-145625,2016-09-11,9/17/2016,Standard Class,KC-16540,Kelly Collister,Consumer,United States,San Diego,California,92037,West,TEC-AC-10003832,Technology,Accessories,LogitechÂ P710e Mobile Speakerphone,3347.37,13,0.0,636.0003,9,2016Q3,2016,0.1457151639566622,14.122373911945722,A,19.000000000000004,0.19,-320,5,3908.262,3,1,4,314,Others
6818,CA-2014-144414,2014-06-17,6/21/2014,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,3266.376,3,0.2,1061.5722,6,2014Q2,2014,0.1421893947738393,14.26456330671956,A,32.5,0.325,-367,10,4172.8460000000005,4,2,4,424,Others
1645,CA-2015-111829,2015-03-19,3/20/2015,First Class,FH-14365,Fred Hopkins,Corporate,United States,Seattle,Washington,98115,West,TEC-CO-10001766,Technology,Copiers,Canon PC940 Copier,3149.93,7,0.0,1480.4671,3,2015Q1,2015,0.1371203561010611,14.401683662820622,A,47.0,0.47,-412,13,6987.196,5,3,5,535,Loyal Customers
28,US-2015-150630,2015-09-17,9/21/2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3083.43,7,0.5,-1665.0522,9,2015Q3,2015,0.1342255286983186,14.53590919151894,A,-54.0,-0.54,-310,20,4737.486,2,5,5,255,Frequent Customers
4094,CA-2015-102491,2015-08-24,8/28/2015,Standard Class,KW-16435,Katrina Willman,Consumer,United States,Florence,Kentucky,41042,South,TEC-MA-10000864,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,3080.0,7,0.0,1416.8,8,2015Q3,2015,0.1340762165480719,14.669985408067012,A,46.0,0.4599999999999999,-321,10,4416.5199999999995,3,2,5,325,Others
263,US-2014-106992,2014-09-19,9/21/2014,Second Class,SB-20290,Sean Braxton,Corporate,United States,Houston,Texas,77036,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,3059.982,3,0.4,-509.997,9,2014Q3,2014,0.1332048082029877,14.80319021627,A,-16.666666666666668,-0.1666666666666666,-370,17,8057.891,4,4,5,445,Others
978,CA-2017-159366,2017-01-07,1/10/2017,First Class,BW-11110,Bart Watters,Corporate,United States,Detroit,Michigan,48205,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,3059.982,2,0.1,679.996,1,2017Q1,2017,0.1332048082029877,14.936395024472988,A,22.22222222222222,0.2222222222222222,-296,17,4750.358,2,4,5,245,Others
8750,US-2015-163825,2015-06-16,6/19/2015,First Class,LC-16885,Lena Creighton,Consumer,United States,New York City,New York,10009,East,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,3050.376,3,0.2,1143.891,6,2015Q2,2015,0.1327866471198187,15.069181671592808,A,37.5,0.375,-401,23,7663.126,5,5,5,555,Best Customers
1455,CA-2016-133711,2016-11-26,11/29/2016,First Class,MC-17425,Mark Cousins,Corporate,United States,Mobile,Alabama,36608,South,TEC-MA-10000010,Technology,Machines,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,3040.0,8,0.0,1459.2,11,2016Q4,2016,0.1323349669825125,15.20151663857532,A,48.00000000000001,0.48,-18,10,4432.138,1,2,5,125,At Risk
9661,CA-2016-160717,2016-06-06,6/11/2016,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Santa Barbara,California,93101,West,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,3023.928,9,0.2,226.7946,6,2016Q2,2016,0.1316353329070708,15.333151971482389,A,7.5,0.075,-375,22,10663.728000000001,4,5,5,455,Frequent Customers
516,CA-2017-127432,2017-01-22,1/27/2017,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Great Falls,Montana,59405,West,TEC-CO-10003236,Technology,Copiers,Canon Image Class D660 Copier,2999.95,5,0.0,1379.977,1,2017Q1,2017,0.1305915408549962,15.463743512337384,A,46.00000000000001,0.4600000000000001,-388,12,6106.88,4,3,5,435,Others
5563,CA-2017-133263,2017-03-31,4/2/2017,Second Class,JE-15610,Jim Epp,Corporate,United States,Atlanta,Georgia,30318,South,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,2999.95,5,0.0,1439.976,3,2017Q1,2017,0.1305915408549962,15.59433505319238,A,48.00000000000001,0.4800000000000001,-369,20,7754.976,4,5,5,455,Frequent Customers
8103,CA-2015-149846,2015-05-22,5/26/2015,Standard Class,SB-20185,Sarah Brown,Consumer,United States,Los Angeles,California,90045,West,TEC-MA-10004002,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,2973.32,7,0.2,334.4985,5,2015Q2,2015,0.1294323039567251,15.723767357149104,A,11.249999999999998,0.1124999999999999,-229,12,6410.996,2,3,5,235,Others
8313,US-2017-105935,2017-01-26,1/31/2017,Standard Class,BD-11500,Bradley Drucker,Consumer,United States,Columbus,Georgia,31907,South,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,2939.93,7,0.0,764.3818,1,2017Q1,2017,0.1279787958818743,15.851746153030978,A,26.0,0.26,-382,10,4411.2429999999995,4,2,5,425,Others
3071,CA-2014-119375,2014-11-17,11/22/2014,Standard Class,YC-21895,Yoseph Carroll,Corporate,United States,Newark,Delaware,19711,East,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,2934.33,7,0.0,792.2691,11,2014Q4,2014,0.1277350209426961,15.979481173973674,A,27.0,0.27,-413,8,5454.35,5,2,5,525,Loyal Customers
6100,CA-2017-100111,2017-09-20,9/26/2017,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,10035,East,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,2888.127,11,0.1,609.7157,9,2017Q3,2017,0.1257237471007576,16.10520492107443,A,21.11111111111111,0.2111111111111111,-316,32,11470.949999999999,3,5,5,355,Frequent Customers
6869,US-2016-126452,2016-08-21,8/28/2016,Standard Class,SC-20230,Scot Coram,Corporate,United States,Los Angeles,California,90004,West,FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,2887.056,9,0.2,180.441,8,2016Q3,2016,0.1256771251436397,16.23088204621807,A,6.25,0.0625,-268,11,4371.9580000000005,2,3,5,235,Others
